REGION;PROVINCIA;NOMBRE COMUNA;DISTRITO;LOCALIDAD;ENTIDAD;CATEGORIA;Número total de personas;Total de Hombres;Total de Mujeres;Total de personas de 0 a 5 años;Total de personas de 6 a 14 años;Total de personas de 15 a 64 años;Total de personas de 65 y más años;Total personas migrantes que residen habitualmente en el territorio nacional;Total personas que se consideran pertenecientes a algún pueblo indígena u originario;Total de viviendas particulares;Total viviendas colectivas;Total viviendas ocupadas con moradores presentes;Total viviendas;Cantidad de hogares;Cantidad de viviendas tipo casa;Cantidad de viviendas tipo departamento en edificio;Cantidad de viviendas tipo vivienda tradicional indígena (ruka, pae pae u otras);Cantidad de viviendas tipo pieza en casa antigua o en conventillo;Cantidad de viviendas tipo mediagua, mejora, rancho o choza;Cantidad de viviendas tipo móvil (carpa, casa rodante o similar);Cantidad de viviendas tipo otro tipo de vivienda particular;Cantidad de viviendas con materialidad en paredes de Hormigón armado;Cantidad de viviendas con materialidad en paredes de albañilería: bloque de cemento, piedra o ladrillo;Cantidad de viviendas con materialidad en paredes de tabique forrado por ambas caras (madera o acero);Cantidad de viviendas con materialidad en paredes de tabique sin forro interior (madera u otro);Cantidad de viviendas con materialidad en paredes de adobe, barro, quincha, pirca u otro artesanal tradicional;Cantidad de viviendas con materialidad en paredes de materiales precarios (lata, cartón, plástico, etc.);Cantidad de viviendas con materialidad de techo tejas o tejuelas de arcilla, metálicas, de cemento, de madera, asfálticas o plásticas;Cantidad de viviendas con materialidad de techo losa hormigón;Cantidad de viviendas con materialidad de techo planchas metálicas de zinc, cobre, etc. O fibrocemento (tipo pizarreño);Cantidad de viviendas con materialidad de techo fonolita o plancha de fieltro embreado;Cantidad de viviendas con materialidad de techo paja, coirón, totora o caña;Cantidad de viviendas con materialidad de techo materiales precarios (lata, cartón, plástico, etc.);Cantidad de viviendas con materialidad de techo sin cubierta sólida de techo;Cantidad de viviendas con materialidad de piso parquet, piso flotante, cerámico, madera, alfombra, flexit, cubrepiso u otro similar, sobre radier o vigas de madera;Viviendas con materialidad de piso radier sin revestimiento;Viviendas con materialidad de piso baldosa de cemento;Viviendas con materialidad de piso capa de cemento sobre tierra;Viviendas con materialidad de piso tierra;Total viviendas con materialidad aceptable;Total viviendas con materialidad recuperable;Total viviendas con materialidad irrecuperable;Cantidad de viviendas con origen del agua por red pública;Cantidad de viviendas con origen del agua por pozo o noria;Cantidad de viviendas con origen del agua por camión aljibe;Cantidad de viviendas con origen del agua por río, vertiente, estero, canal, lago, etc.;x;y
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"2";GENERAL LAGOS;SANTA GUISELLE;Parcela-Hijuela;73;38;35;4;9;51;9;0;10;"24";"0";"19";"24";"21";"24";"0";"0";"0";"0";"0";"0";"0";"4";"13";"1";"0";"1";"1";"0";"18";"0";"0";"0";"0";"16";"1";"2";"0";"0";"15";"3";"1";"0";"19";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"2";GENERAL LAGOS;SAN JOSÉ;Fundo-Estancia-Hacienda;19;10;9;Indeterminado;Indeterminado;12;0;Indeterminado;0;"9";"0";"6";"9";"6";"7";"0";"0";"0";"2";"0";"0";"0";"1";"5";"0";"0";"0";"1";"0";"5";"0";"0";"0";"0";"3";"0";"2";"1";"0";"3";"3";"0";"0";"6";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"2";GENERAL LAGOS;GENERAL LAGOS;Parcela-Hijuela;87;44;43;8;8;55;16;Indeterminado;5;"40";"0";"27";"40";"27";"40";"0";"0";"0";"0";"0";"0";"1";"9";"14";"1";"0";"0";"10";"0";"16";"0";"0";"0";"0";"27";"0";"0";"0";"0";"24";"1";"0";"0";"26";"1";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"2";TALQUIPÉN;TALQUIPÉN;Aldea;830;398;432;76;113;555;86;4;34;"279";"0";"245";"279";"248";"274";"0";"0";"1";"4";"0";"0";"11";"73";"133";"25";"2";"0";"19";"0";"224";"1";"0";"1";"0";"223";"6";"12";"3";"0";"200";"42";"1";"234";"6";"3";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"2";PASO ALEJO;EL NOGAL;Fundo-Estancia-Hacienda;52;26;26;Indeterminado;Indeterminado;34;9;Indeterminado;4;"20";"0";"18";"20";"18";"19";"0";"0";"0";"1";"0";"0";"1";"7";"8";"2";"0";"0";"3";"0";"15";"0";"0";"0";"0";"15";"2";"1";"0";"0";"14";"4";"0";"0";"18";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"2";RANQUINILAHUE;RANQUINILAHUE GRANDE;Parcela-Hijuela;11;Indeterminado;Indeterminado;Indeterminado;Indeterminado;8;Indeterminado;0;0;"5";"0";"5";"5";"5";"5";"0";"0";"0";"0";"0";"0";"1";"0";"2";"2";"0";"0";"1";"0";"4";"0";"0";"0";"0";"5";"0";"0";"0";"0";"3";"2";"0";"0";"5";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"2";RELOCA;RELOCA;Parcela-Hijuela;96;47;49;13;14;56;13;Indeterminado;Indeterminado;"35";"0";"30";"35";"30";"34";"0";"0";"0";"0";"0";"1";"2";"13";"13";"0";"1";"0";"16";"0";"13";"0";"0";"0";"0";"27";"1";"1";"0";"0";"26";"3";"0";"0";"29";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"2";TALQUIPÉN;VILLA EL MANZANO;Caserío;298;133;165;Indeterminado;Indeterminado;212;16;0;10;"100";"0";"91";"100";"93";"97";"0";"0";"0";"3";"0";"0";"1";"3";"62";"25";"0";"0";"0";"0";"90";"1";"0";"0";"0";"90";"0";"0";"1";"0";"65";"26";"0";"91";"0";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"3";CULENAR;EL COIHUE;Fundo-Estancia-Hacienda;18;11;7;0;Indeterminado;14;Indeterminado;0;0;"8";"0";"8";"8";"8";"8";"0";"0";"0";"0";"0";"0";"0";"5";"3";"0";"0";"0";"1";"0";"7";"0";"0";"0";"0";"8";"0";"0";"0";"0";"8";"0";"0";"3";"5";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"3";GENERAL LAGOS;GENERAL LAGOS;Parcela-Hijuela;115;57;58;10;15;72;18;0;Indeterminado;"44";"0";"33";"44";"33";"44";"0";"0";"0";"0";"0";"0";"3";"21";"8";"1";"0";"0";"13";"0";"20";"0";"0";"0";"0";"32";"0";"0";"1";"0";"32";"1";"0";"0";"33";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"3";GENERAL LAGOS;VILLA LOS GUINDOS;Caserío;100;50;50;10;14;70;6;0;Indeterminado;"34";"0";"32";"34";"32";"34";"0";"0";"0";"0";"0";"0";"0";"1";"30";"1";"0";"0";"1";"0";"31";"0";"0";"0";"0";"32";"0";"0";"0";"0";"31";"1";"0";"16";"16";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"3";TALQUIPÉN;TALQUIPÉN;Parcela-Hijuela;166;86;80;5;Indeterminado;103;Indeterminado;Indeterminado;11;"64";"0";"57";"64";"57";"63";"0";"0";"0";"1";"0";"0";"3";"17";"27";"10";"0";"0";"11";"0";"46";"0";"0";"0";"0";"47";"0";"5";"5";"0";"40";"17";"0";"28";"29";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"3";CAMINO CHILLÁN A TANILVORO;ALTURAS DE ÑUBLES;Parcela-Hijuela;17;7;10;Indeterminado;Indeterminado;8;Indeterminado;Indeterminado;0;"5";"0";"4";"5";"5";"5";"0";"0";"0";"0";"0";"0";"3";"0";"1";"0";"0";"0";"1";"0";"3";"0";"0";"0";"0";"3";"0";"0";"0";"0";"3";"0";"0";"0";"4";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"3";CHILLINHUE;BAJO CHILLINHUE;Parcela-Hijuela;243;127;116;22;31;162;28;Indeterminado;24;"74";"0";"68";"74";"71";"73";"0";"0";"0";"1";"0";"0";"13";"7";"41";"3";"1";"3";"2";"0";"65";"0";"0";"0";"0";"65";"0";"2";"0";"0";"58";"6";"3";"51";"16";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"3";CHILLINHUE;ALTO CHILLINHUE;Parcela-Hijuela;198;107;91;Indeterminado;Indeterminado;Indeterminado;Indeterminado;Indeterminado;Indeterminado;"82";"0";"66";"82";"66";"79";"0";"1";"0";"2";"0";"0";"2";"7";"32";"18";"3";"4";"3";"0";"63";"0";"0";"0";"0";"60";"2";"1";"3";"0";"37";"25";"4";"39";"27";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"3";LOS PUQUIOS;LOS PUQUIOS;Parcela-Hijuela;48;29;19;Indeterminado;Indeterminado;Indeterminado;5;0;0;"21";"0";"18";"21";"18";"20";"0";"0";"0";"1";"0";"0";"0";"2";"13";"3";"0";"0";"0";"0";"18";"0";"0";"0";"0";"16";"2";"0";"0";"0";"14";"4";"0";"0";"18";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"3";LOS PUQUIOS;LOS PUQUIOS;Fundo-Estancia-Hacienda;11;4;7;Indeterminado;Indeterminado;Indeterminado;0;0;0;"14";"0";"5";"14";"5";"12";"0";"0";"0";"1";"0";"1";"0";"0";"4";"0";"0";"1";"0";"0";"5";"0";"0";"0";"0";"5";"0";"0";"0";"0";"4";"0";"1";"0";"5";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"3";CHILLINHUE;ROBLERÍA;Parcela-Hijuela;26;12;14;4;Indeterminado;19;Indeterminado;0;Indeterminado;"9";"0";"9";"9";"9";"8";"0";"0";"1";"0";"0";"0";"1";"0";"6";"2";"0";"0";"1";"0";"8";"0";"0";"0";"0";"8";"0";"0";"0";"1";"7";"1";"1";"4";"5";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"4";CULENAR;CULENAR;Parcela-Hijuela;261;131;130;18;Indeterminado;178;Indeterminado;0;8;"95";"0";"80";"95";"82";"92";"0";"0";"1";"2";"0";"0";"2";"11";"50";"7";"0";"10";"7";"0";"73";"0";"0";"0";"0";"75";"2";"2";"0";"1";"59";"10";"11";"67";"12";"1";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"4";CULENAR;CULENAR;Caserío;46;22;24;Indeterminado;7;34;Indeterminado;0;Indeterminado;"14";"0";"13";"14";"13";"10";"0";"0";"0";"4";"0";"0";"0";"1";"10";"2";"0";"0";"0";"0";"13";"0";"0";"0";"0";"11";"0";"0";"2";"0";"9";"4";"0";"12";"1";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"4";CULENAR;LO IRAIRA;Parcela-Hijuela;38;20;18;Indeterminado;Indeterminado;24;9;0;Indeterminado;"16";"0";"13";"16";"15";"16";"0";"0";"0";"0";"0";"0";"0";"3";"5";"5";"0";"0";"1";"0";"12";"0";"0";"0";"0";"10";"0";"0";"0";"1";"6";"4";"1";"10";"2";"1";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"4";LA PALMA;LA PALMA;Fundo-Estancia-Hacienda;16;7;9;Indeterminado;Indeterminado;12;0;0;Indeterminado;"5";"0";"5";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"3";"2";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"3";"0";"2";"0";"0";"3";"2";"0";"1";"4";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"4";LA PALMA;LA PALMA;Parcela-Hijuela;33;17;16;Indeterminado;Indeterminado;23;6;0;Indeterminado;"13";"0";"13";"13";"13";"13";"0";"0";"0";"0";"0";"0";"0";"5";"4";"4";"0";"0";"4";"0";"9";"0";"0";"0";"0";"10";"0";"2";"1";"0";"7";"6";"0";"0";"12";"1";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"4";HÉROES DE LA CONCEPCIÓN;ROSARIO;Caserío;190;93;97;15;Indeterminado;134;Indeterminado;0;6;"70";"0";"59";"70";"61";"67";"0";"0";"0";"3";"0";"0";"1";"11";"41";"4";"1";"1";"4";"0";"55";"0";"0";"0";"0";"49";"3";"5";"1";"1";"46";"11";"2";"52";"5";"0";"2";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"4";HÉROES DE LA CONCEPCIÓN;ROSARIO;Parcela-Hijuela;112;55;57;Indeterminado;15;85;Indeterminado;0;Indeterminado;"48";"0";"39";"48";"39";"48";"0";"0";"0";"0";"0";"0";"2";"9";"16";"8";"1";"2";"3";"0";"35";"0";"0";"0";"0";"36";"1";"0";"1";"0";"26";"10";"2";"34";"2";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"4";ROBLERÍA;ROBLERÍA;Parcela-Hijuela;66;35;31;Indeterminado;Indeterminado;45;13;Indeterminado;16;"25";"0";"22";"25";"22";"21";"0";"0";"0";"1";"0";"3";"1";"0";"16";"2";"1";"2";"1";"0";"21";"0";"0";"0";"0";"13";"1";"7";"0";"1";"12";"8";"2";"19";"3";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"4";COLEAL CENTRAL;COLEAL CENTRAL;Parcela-Hijuela;214;112;102;17;31;146;20;0;Indeterminado;"88";"0";"70";"88";"70";"84";"0";"0";"0";"4";"0";"0";"0";"4";"47";"17";"2";"0";"3";"0";"64";"0";"0";"2";"0";"55";"2";"6";"5";"1";"42";"24";"3";"65";"5";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"4";COLEAL CENTRAL;COLEAL CENTRAL;Fundo-Estancia-Hacienda;0;0;0;0;0;0;0;0;Indeterminado;"3";"0";"0";"3";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"4";COLEAL NORTE;CAMINO COLEAL NORTE;Caserío;61;30;31;Indeterminado;Indeterminado;37;Indeterminado;0;Indeterminado;"27";"0";"22";"27";"22";"27";"0";"0";"0";"0";"0";"0";"0";"1";"18";"2";"0";"1";"1";"0";"20";"0";"0";"0";"0";"18";"4";"0";"0";"0";"15";"5";"1";"20";"2";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"4";MIRAFLORES;MIRAFLORES;Parcela-Hijuela;303;163;140;16;40;205;42;Indeterminado;28;"122";"0";"103";"122";"103";"117";"0";"0";"0";"5";"0";"0";"4";"19";"63";"16";"1";"0";"15";"0";"88";"0";"0";"0";"0";"95";"0";"6";"1";"1";"82";"20";"1";"92";"11";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"4";MIRAFLORES;CAMINO CERRILLOS;Parcela-Hijuela;210;116;94;19;12;149;30;Indeterminado;Indeterminado;"98";"0";"77";"98";"80";"94";"0";"0";"2";"2";"0";"0";"10";"15";"44";"3";"0";"5";"2";"0";"75";"0";"0";"0";"0";"73";"0";"1";"2";"1";"66";"6";"5";"52";"24";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"4";MIRAFLORES;CAMPO NUEVO;Parcela-Hijuela;37;14;23;Indeterminado;Indeterminado;30;Indeterminado;0;Indeterminado;"15";"0";"12";"15";"12";"15";"0";"0";"0";"0";"0";"0";"0";"3";"7";"1";"1";"0";"0";"0";"12";"0";"0";"0";"0";"11";"1";"0";"0";"0";"9";"3";"0";"0";"12";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"4";MIRAFLORES;PASO SOTO;Parcela-Hijuela;288;149;139;24;44;193;27;5;4;"112";"0";"95";"112";"96";"110";"0";"0";"0";"2";"0";"0";"1";"11";"60";"19";"1";"2";"3";"0";"92";"0";"0";"0";"0";"84";"5";"2";"3";"1";"64";"27";"3";"59";"35";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"4";MIRAFLORES;TRES ACEQUÍAS;Parcela-Hijuela;98;43;55;7;12;71;8;Indeterminado;16;"33";"0";"30";"33";"30";"32";"0";"0";"0";"1";"0";"0";"1";"13";"15";"0";"1";"0";"5";"0";"25";"0";"0";"0";"0";"30";"0";"0";"0";"0";"29";"1";"0";"26";"4";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"4";MIRAFLORES;EL CABRITO;Parcela-Hijuela;67;33;34;Indeterminado;Indeterminado;45;11;0;0;"28";"0";"23";"28";"23";"28";"0";"0";"0";"0";"0";"0";"1";"10";"5";"5";"0";"2";"6";"0";"17";"0";"0";"0";"0";"19";"4";"0";"0";"0";"14";"7";"2";"5";"18";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"4";MIRAFLORES;EL CASTAÑO;Fundo-Estancia-Hacienda;30;17;13;Indeterminado;6;20;Indeterminado;0;0;"16";"0";"12";"16";"12";"12";"0";"0";"0";"4";"0";"0";"0";"1";"7";"2";"0";"2";"0";"0";"12";"0";"0";"0";"0";"11";"0";"0";"1";"0";"7";"3";"2";"0";"10";"0";"2";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"4";TANILVORO;LA DEHESA;Parcela-Hijuela;157;80;77;10;16;104;27;Indeterminado;0;"69";"0";"53";"69";"53";"66";"0";"0";"0";"2";"0";"1";"1";"12";"30";"8";"1";"1";"1";"0";"51";"0";"0";"1";"0";"48";"1";"3";"1";"0";"39";"13";"1";"38";"12";"0";"3";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"4";TANILVORO;VILLA AMANECER;Caserío;107;59;48;7;12;81;7;0;13;"38";"0";"37";"38";"37";"38";"0";"0";"0";"0";"0";"0";"0";"1";"36";"0";"0";"0";"5";"0";"31";"0";"0";"1";"0";"37";"0";"0";"0";"0";"36";"0";"1";"27";"10";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"4";TANILVORO;LA ESPERANZA;Parcela-Hijuela;143;79;64;10;16;96;21;8;Indeterminado;"65";"0";"50";"65";"50";"62";"0";"0";"0";"3";"0";"0";"2";"5";"40";"2";"1";"0";"4";"0";"46";"0";"0";"0";"0";"40";"6";"3";"1";"0";"38";"12";"0";"30";"18";"0";"2";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"4";TANILVORO;TANILVORO NORTE;Parcela-Hijuela;127;70;57;7;19;88;13;0;Indeterminado;"48";"0";"40";"48";"41";"47";"0";"0";"0";"1";"0";"0";"1";"10";"25";"3";"0";"1";"7";"0";"32";"0";"0";"0";"0";"33";"3";"3";"0";"0";"29";"9";"1";"1";"39";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"4";CHACAY;CHACAY;Fundo-Estancia-Hacienda;0;0;0;0;0;0;0;0;0;"2";"0";"0";"2";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"5";COLEAL NORTE;LOS CHIJETES;Parcela-Hijuela;54;27;27;Indeterminado;Indeterminado;31;9;0;0;"21";"0";"16";"21";"16";"20";"0";"0";"0";"0";"0";"1";"0";"0";"7";"9";"0";"0";"0";"0";"16";"0";"0";"0";"0";"14";"0";"2";"0";"0";"6";"10";"0";"0";"5";"8";"3";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"5";COLEAL NORTE;QUILAS BAJAS;Parcela-Hijuela;67;33;34;6;9;47;5;Indeterminado;Indeterminado;"26";"0";"20";"26";"20";"26";"0";"0";"0";"0";"0";"0";"0";"1";"17";"2";"0";"0";"0";"0";"20";"0";"0";"0";"0";"18";"0";"1";"0";"1";"16";"3";"1";"12";"8";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"5";COLEAL NORTE;SAN ISIDRO;Fundo-Estancia-Hacienda;0;0;0;0;0;0;0;0;0;"2";"0";"0";"2";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"5";COLEAL NORTE;COLEAL NORTE;Caserío;208;110;98;16;24;141;27;0;Indeterminado;"99";"0";"78";"99";"78";"93";"0";"0";"0";"6";"0";"0";"2";"5";"55";"15";"0";"1";"10";"0";"57";"0";"0";"11";"0";"71";"2";"2";"3";"0";"56";"10";"12";"55";"14";"9";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"5";COLEAL NORTE;EL KAISER;Fundo-Estancia-Hacienda;39;32;7;Indeterminado;0;35;Indeterminado;Indeterminado;Indeterminado;"11";"1";"9";"12";"9";"11";"0";"0";"0";"0";"0";"0";"0";"1";"8";"0";"0";"0";"1";"0";"8";"0";"0";"0";"0";"6";"0";"2";"0";"0";"6";"2";"0";"0";"6";"0";"3";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"5";RELBUNCO;RELBUNCO;Parcela-Hijuela;21;9;12;0;4;13;4;0;Indeterminado;"16";"0";"7";"16";"7";"14";"0";"0";"2";"0";"0";"0";"0";"0";"7";"0";"0";"0";"0";"0";"7";"0";"0";"0";"0";"6";"1";"0";"0";"0";"6";"1";"0";"0";"7";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"6";LAS LUMAS;LAS LUMAS;Parcela-Hijuela;63;39;24;Indeterminado;Indeterminado;45;Indeterminado;0;Indeterminado;"26";"0";"19";"26";"19";"25";"0";"0";"0";"1";"0";"0";"1";"0";"14";"4";"0";"0";"1";"0";"17";"0";"0";"1";"0";"16";"0";"2";"0";"1";"13";"4";"2";"0";"10";"6";"3";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"7";CHACAYAL ORIENTE;CHACAYAL ORIENTE;Fundo-Estancia-Hacienda;23;18;5;Indeterminado;Indeterminado;Indeterminado;Indeterminado;0;Indeterminado;"12";"0";"12";"12";"12";"12";"0";"0";"0";"0";"0";"0";"0";"0";"3";"9";"0";"0";"0";"0";"11";"0";"1";"0";"0";"2";"4";"0";"1";"5";"1";"6";"5";"0";"0";"0";"11";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"7";CHACAYAL ORIENTE;LAS VEGUILLAS;Parcela-Hijuela;20;12;8;Indeterminado;Indeterminado;Indeterminado;Indeterminado;0;Indeterminado;"21";"0";"6";"21";"6";"21";"0";"0";"0";"0";"0";"0";"0";"0";"5";"1";"0";"0";"0";"0";"6";"0";"0";"0";"0";"5";"0";"0";"0";"1";"5";"0";"1";"0";"0";"0";"6";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"8";FLORES;LOS MAITENES;Fundo-Estancia-Hacienda;0;0;0;Indeterminado;Indeterminado;0;Indeterminado;0;Indeterminado;"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"9";MINAS DEL PRADO;MINAS DEL PRADO;Aldea;901;472;429;80;133;593;95;0;72;"295";"0";"276";"295";"278";"290";"0";"0";"2";"3";"0";"0";"2";"19";"209";"43";"0";"2";"23";"0";"250";"0";"0";"0";"2";"261";"5";"7";"3";"0";"220";"51";"4";"273";"0";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"9";NIBLINTO;NIBLINTO;Parcela-Hijuela;69;33;36;5;13;44;7;0;Indeterminado;"18";"0";"16";"18";"16";"16";"0";"0";"0";"2";"0";"0";"0";"1";"14";"1";"0";"0";"0";"0";"16";"0";"0";"0";"0";"13";"1";"2";"0";"0";"13";"3";"0";"16";"0";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"10";BUREO ALTO;LOS MAITENES;Parcela-Hijuela;25;14;11;Indeterminado;Indeterminado;17;Indeterminado;0;Indeterminado;"17";"0";"11";"17";"11";"17";"0";"0";"0";"0";"0";"0";"0";"1";"7";"3";"0";"0";"1";"0";"10";"0";"0";"0";"0";"10";"0";"0";"1";"0";"7";"4";"0";"0";"1";"0";"10";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"10";BUREO ALTO;BUREO ALTO;Parcela-Hijuela;66;30;36;Indeterminado;Indeterminado;47;10;0;Indeterminado;"35";"0";"24";"35";"24";"33";"0";"1";"0";"0";"0";"1";"0";"0";"19";"4";"0";"0";"1";"0";"22";"0";"0";"0";"0";"22";"1";"0";"0";"0";"19";"4";"0";"0";"17";"6";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"10";BUSTAMANTE;BUSTAMANTE;Parcela-Hijuela;86;38;48;5;Indeterminado;63;Indeterminado;Indeterminado;Indeterminado;"28";"0";"23";"28";"23";"27";"0";"0";"0";"1";"0";"0";"0";"8";"8";"7";"0";"0";"1";"0";"22";"0";"0";"0";"0";"23";"0";"0";"0";"0";"16";"7";"0";"23";"0";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"10";BUREO ALTO;LA ESCALERA;Parcela-Hijuela;16;9;7;0;Indeterminado;13;Indeterminado;0;0;"8";"0";"7";"8";"7";"8";"0";"0";"0";"0";"0";"0";"0";"0";"3";"3";"1";"0";"0";"0";"7";"0";"0";"0";"0";"5";"1";"1";"0";"0";"1";"6";"0";"0";"7";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"10";BUSTAMANTE;LA VIÑITA;Aldea;871;448;423;69;124;598;80;Indeterminado;58;"263";"0";"241";"263";"246";"263";"0";"0";"0";"0";"0";"0";"8";"19";"136";"74";"0";"4";"5";"0";"234";"0";"0";"1";"0";"196";"3";"41";"1";"0";"131";"104";"5";"212";"3";"0";"25";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"10";BUSTAMANTE;CALABOZO;Parcela-Hijuela;101;58;43;Indeterminado;Indeterminado;71;15;0;Indeterminado;"39";"0";"31";"39";"31";"39";"0";"0";"0";"0";"0";"0";"1";"4";"21";"5";"0";"0";"1";"0";"30";"0";"0";"0";"0";"20";"6";"4";"1";"0";"17";"14";"0";"22";"5";"1";"3";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"11";BUREO;BUREO BAJO;Parcela-Hijuela;73;40;33;5;12;47;9;0;7;"29";"0";"25";"29";"25";"28";"0";"0";"0";"1";"0";"0";"0";"2";"22";"1";"0";"0";"2";"0";"23";"0";"0";"0";"0";"23";"2";"0";"0";"0";"23";"2";"0";"24";"1";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"11";COPIHUAL;COPIHUAL;Parcela-Hijuela;192;103;89;8;10;143;31;Indeterminado;19;"58";"0";"55";"58";"55";"57";"0";"0";"0";"0";"0";"1";"0";"9";"42";"3";"1";"0";"1";"0";"54";"0";"0";"0";"0";"50";"2";"0";"2";"1";"48";"6";"1";"54";"1";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;COIHUECO;"11";EL CARMEN DE CATO;EL CARMEN DE CATO;Caserío;191;105;86;15;25;134;17;0;4;"70";"0";"65";"70";"65";"62";"0";"0";"0";"8";"0";"0";"0";"3";"42";"18";"1";"1";"3";"0";"61";"0";"0";"1";"0";"57";"0";"4";"4";"0";"39";"24";"2";"63";"1";"0";"1";;
